full_text,sentiment
@ferrykoto @nangisyutu @mediocrickey Udah salah ngeles lagi lu koplak jelas jelas ganjar yang bicara itu fix lu itu cuma benci anies jadi mau sebagus apapun programnya lo akan dengki,netral
@PreciosaKanti Prabowo Gibran pemenang nya ,positif
@Nikmatul_Sg Merah untuk ekspresi dukungan yang penuh semangat untuk pasangan Ganjar Mahfud,positif
@PutraErlangga95 Semakin yakin anies presiden RI 2024.amin.,positif
@ganjarpranowo Waw pak Ganjar sangat menikmati makan duren bersama masyarakat,positif
Simpul Relawan Terus Bertambah Iwan Riadi Tarigan: Jumlah Simpul AMIN Bisa Mencapai 2.000. Saat ini kita sdh merasakan aura masyarakat mendukung kita sehingga kita meyakini pasangan Anies Baswedan-Muhaimin Iskandar akan menang https://t.co/HYkzZI0Dnn @RikeSants @NenkMonica,netral
@kingslandsjay @RcyberProj0 @prabowo @gibran_tweet @budimuni98 @handoko2411 @FALDA81 @Projo_Pusat Saya yakin bahwa memilih pemimpin yang lebih suka berbuat daripada hanya berkata-kata adalah langkah bijak untuk memastikan pelaksanaan program dan kebijakan yang efektif.,netral
@DjarotWidjanar1 @xquitavee ngadelin gibran juga asbun sis ngomong menggemukan binatang,netral
Kons3r menjadi momentum positif yang memperkuat keyakinan rakyat pada kepemimpinan Ganjar Pranowo - Prof Mahfud Kesejahteraan berkali lipat Indonesia Hebat ! @paddlpoop #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/2RJXoqCnvn,positif
Restu Disabilitas teruntuk Pak Ganjar #GanjarMahfud2024 #GanjarMahfudM3nangDebat #TabrakProfMahfud #BANSOSLANJUT3 https://t.co/BTCoYd5K6B,positif
@tvOneNews Setiap warga negara punya hak utk menghibur diri. Agar rasa percaya diri kembali tumbuh dan bisa joget2 gemoy lagi boleh juga release survey dgn elektabilitas prabowo di atas 90%.,netral
@ferrykoto @gibran_tweet @mohmahfudmd @cakimiNOW Gibran emang bagus pak. Bagusnya nggak di lahirkan dulu,netral
Kepemimpinan Ganjar-Mahfud memperkuat posisi Indonesia sebagai pemain kunci dalam arus perdagangan dunia. @Valina46055596 Top ! Sat Set https://t.co/AwKQ8oMmLt,positif
@gibran_tweet da bego songong lagi kan aib makin kebukak.. ternyata raja @jokowi dulu tukang nyontek juga . Thanks Tom Lembong. Ayo @kangdede78 buzer komisaris komen dimari ,netral
Dalam visi Ganjar-Mahfud Indonesia harus menjadi contoh bagi negara-negara lain dalam implementasi sistem perpajakan yang adil. @SkyssiY Juara ! Sat Set https://t.co/ACHt6qQ01z,positif
Ganjar-Mahfud menawarkan kebijakan yang mendukung UMKM untuk bersaing di pasar global. @ttaefflys Hebat ! Pasti Lebih Baik https://t.co/ru8WgwrNY4,positif
@adrianawharf Gibran kalo bapaknya bukan presiden yakin bisa langsung maju jadi cawapres? Eh- ,netral
Ide Ganjar-Mahfud tentang dana non-APBN itu cemerlang @onlyjessiee VisiMisi GanjarMahfud https://t.co/hY1pvRoFuv,positif
@nanojr17 @PartaiSocmed Waktunya Prabowo mundur lah ,netral
@ekokuntadhi1 bang capresnya kok gag rame ya hanya anis dan prabowo ajapak ganjar padahal bagus orangnya pintar dan tegas tapi sayang gag ada taring di tahun politik ini,positif
@triwul82 Samsul kejebak pertanyaan sendiri dia nanya gimana Regulasi Carbon Storage yaa tepat Pak Mahfud fokus pada masalah Regulasi / aturan kebijakan si Samsul harus banyak belajar,netral
peranan eksekutif sama parlemen harusnya seimbang yaaa disini anies kan dri non partai apakah orang non-partai bakalan punya power yg sama kayak orang partai ,netral
@alpa_tes @cry4nayz @nottmeagainnn @chiesaaldo_ @dayatpiliang Yg dibagiin timnya Prabowo itu susu uht merk ultrajaya dan sedotannya plastik. Yg kertas itu setahu saya baru Dancow susu cair,negatif
@Catatan_ali7 @Masinton Samsul kurang etika mungkin mencontoh anies dan ganjar yang juga minim etika saat debat jadi berbagilah rasa wkwk,netral
Konsolidasi TKD Prabowo - Gibran di Cigadong Kabupaten ... - SERGAP https://t.co/9opjgDqO3T #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,positif
Program Ganjar-Mahfud langkah konkret menghapus kemiskinan @okirr55 VisiMisi GanjarMahfud https://t.co/brEsMFk4X2,positif
@kevynsaverio @prabowo @grace_nat @RajaJuliAntoni Partai penjilat dulu menghujat. Sekarang menjilat. awokawokawok ,netral
Ganjar-Mahfud berkomitmen untuk membangun kemitraan internasional yang saling menguntungkan memperluas pasar ekspor Indonesia secara berkelanjutan. @ultrafxbram Juara ! Pasti Lebih Baik https://t.co/b96VOEQCFD,positif
@msobri99 @mohmahfudmd Kalau sudah tidak suka pada lawan apa pun gerak dan tingkah polah lawan pasti dipandang negatif. Tapi sikap anies atau ganjar pada debat lalu yg merendahkan Prabowo dianggap kebenaran. Naif banget !,netral
@_bobobaebae @lilaccountz aya2 wae ayo tanggung jwb anies buble ,netral
Ganjar-Mahfud memahami bahwa pemberantasan korupsi merupakan langkah krusial untuk meningkatkan kepercayaan investor. @senseofel Top ! Pasti Lebih Baik https://t.co/LFfY2FoVlY,positif
@GuarEmperor rill Prabowo sewot mulu sama jawaban anies,positif
Akronim SGIE (State of the Global Islamic Economy) yang ditanyakan Gibran kepada Muhaimin bukan petanda Gibran memiliki superioritas justru menunjukkan arogansi ( sombong) pribadi. KPU bikin pedoman debat dilarang menggunakan akronim saat bertanya.,netral
Ga saling melengkapi karena anies butuh sosok yg bisa lebih engage akar rumput dan buka peluang segmen baru dari kalangan akar rumput nahdliyin,positif
@henrysubiakto Gibran hanya kecewa prabowo diperlakukan nir adab oleh anies dan ganjar wajar kalo dia nyerang balik ini politik bosku.,netral
Repost dari Cawapres yang diusung Partai Perindo -- Bapak Mahfud MD (@mohmahfudmd) https://t.co/GmOGbSEyAp #3KenanganGusDur #GerakCepatGanjarMahfud #ganjarmahfud2024 #LanjutGan #Lebihbaik https://t.co/ASZYQbEP49,netral
@debuatomik Yg paling mengejutkan ya Gibran. Imin banyak kena slepet. Mahfud so so.,netral
Ganjar-Mahfud pilihan yang cerdas buat pemimpin masa depan Program kesehatan mereka tuh beneran nyentuh masalah yang penting. Ganjar Pranowo terbukti lebih baik @AuliyyaDin65859 #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/zWitr3dwZ0,positif
Pilih Anis &amp; Muhaimin AMIN #AMINAjaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/huO4Ib6nG9,positif
Ganjar-Mahfud berkomitmen pada pengembangan SDM unggul untuk menopang pertumbuhan sektor perdagangan. @tsyslsblaa Juara ! Pasti Lebih Baik https://t.co/dRKyIiolXJ,positif
@griselruiz88 @aaa4343fce43 @jokowi @prabowo @gibran_tweet @PakarINTELek @mulanbilqis @Penyuka_ombak Oke kita buktikan saja nanti tanggal 14 Februari,netral
@ItsMe_RBH @selaviviyani Main tebak2an dan tanya definisi ala @gibran_tweet meragukan sekali klo disuruh ngurus negri seluas ini... Ntar pas forum dunia di pake lagi jurusnya.... ,netral
Ganjar-Mahfud berkomitmen untuk meningkatkan efisiensi belanja negara demi kesejahteraan masyarakat. @zazaseaaa Juara ! Sat Set https://t.co/a48IzqaNfO,positif
@riizkiRF @tvOneNews Knp merasa diserang ? Krn nggak bisa mnjwb dg bagus. Lihatlah anies ketika dikasih pertanyaan tajam tent IKN oleh ganjar didebat pertama Anies bisa mnjwab dg wonderful jd nggak merasa diseranag malah bangga dikasih pertanyàn tsb.,netral
@dhion8930289071 @PartaiSocmed Sok pinter tapi setelah selesai debat omongan si Gibran tidak berisi kosong,netral
@bukan_ustad @Heraloebss Harusnya Gibran jawab: silakan bapak tanyakan sendiri ke atasan bapak. Saat ini saya belum jadi wapres jadi saya tidak berhak menjawab. Pertanyaan ngawur seorang cawapres yg masih jadi menteri tentang atasannya.,netral
@tijabar Kalau substansinya kuat tidak perlu banyak atraksi... Boro2 bicara substansi... Tambang ilegal saja si Gibran tdk paham sehingga hrs dicabut ijinnya.... Lama2 dikatain goblok nih sama Prabowo.... #CakIminBerkelas #GibranGakAdaAdab #DebatCawapers https://t.co/JE5We0hhDP,netral
@ajengcute16__ Ketika pak wowo dirujak anies. Lansung blingsatan,netral
Debat peama capres 2024 aku koq melihat capres no 1 &amp; 3 yg terlihat lbh semangat. Mungkin krn baru peama kali jd capres. DebatCapres GanjarMahfud2024 GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,negatif
@BosPurwa Pak Anies berhasil menciptakan langkah-langkah nyata dalam mendukung UMKM yang berarti menciptakan lapangan kerja yang berarti bagi masyarakat.,positif
@Elmirakid @NdrewsTjan Wkwkk. Mana prabowo membantu. Yg ada anies yg bantuin. Wkwk. Mana ada kedengkian? Itu bukan personal. Wkwk. Bilang aja gak mampu.,netral
Mahfud Md Akui Dapat Laporan Soal Operasi Menekan Rektor untuk Bilang Jokowi Baik https://t.co/vF2wo7qaAn #TempoNasional,netral
@ganjarpranowo Inilah bukti kalau pak ganjar adalah sosok yang sederhana dan merakyat,positif
Pak Ganjar dan Pak Mahfud paham betul kebutuhan masyarakat mantap! @omkum1s VisiMisi GanjarMahfud https://t.co/K51UINMMVF,positif
@LArismi11 Pendukung Prabowo seperti Zulhas hanya akan membawa malapetaka bagi bangsa ini jika diberikan kekuasaan yang lebih besar @ybcrepublicans 02LanjutkanHilirisasi Prabowo Gibran Berprestasi Samsul Zulhas Ndasmu,netral
@radencommie Anies hanya bicara fakta spt ada kecurangan dan ketidakadilan. Dan dia paham yg dia sampaikan. Lah si el sulfat mah paham yg dia sampaikan jg tidak. Jauh kalo dibandingin.,positif
@erickthohir @prabowo @gibran_tweet Semoga anak cucu kalian semua baik akhlak dan fisiknya sama persis dengan capres yang kalian pilih di pilpres 2024 ini. Aamiin https://t.co/7nI9hUHuUF,netral
@zainul_munas @aniesbaswedan Anies Muhaimin Presiden dan Wakil Presiden 2024,netral
@DPNAminBalad @aniesbaswedan @cakimiNOW Gus Muhaimin menyoroti food estate itu membabat hutan lalu menanam dengan jumlah yang banyak tetapi perncanaannya tidak matang. @cakimiNOW calon pemimpin yang pro rakyat Mantap #RezimPerusakLingkungan #AMINAjaDulu,positif
@negativisme Aku mah lebih percaya gibran daripada dirty vote https://t.co/REFTTSqAv4,netral
@jek___ Mun vs whu Muhaimin vs wahyu,netral
@Paltiwest Awalnya menganggap gibran gak berani debat dan terbukti hebatnya gibran membuat kedua paslon seperti kutu kupret,netral
@telegramnow @rahmaniarbaftim Jawaban Muhaimin genuine dan jujur sj tdk menjebak lawan debat jd diskusi saling adu gagasan.,netral
@pedagang_kritik @are_inismyname lah itu kan kmrn jurus jokowi dipake ke cak imin.. moso skrg jurus jokowi dipakein ke prabowo trus marah lagian sdh jelas kan kata pak jokowi itu quotenya loh,netral
PJ Gub Jkt Heru Budi Curhat kalo Anggaran 81.3 T tidak cukup untuk mengurus DKI Jkt. Alhamdulillah dari sini kita faham begitu bagusnya Managemen &amp; tata kelola Pak Anies saat jadi Gub DKI Jakarta. Insya Allah Indonesia akan maju ditangan Pemimpin yang Tepat sepertu Pak Anies. https://t.co/XQwTcyQl2q,positif
Ga layak karena sudah cacat etika..berat..seharus malu dong pake gugat gugatan he he sorry ye,positif
@dtq23 @Hadirailguard @KakekHalal Doakan saja n menangkan GANJAR-MAHFUD biar diusut tuntas. Maaf gak bisa berharap dr Jokowi aplg dgn PS-GIBRAN or AMIN untuk menuntaskannya. Semangat️🇮🇩🇮🇩🇮🇩.,positif
Ganjar Pranowo dan Mahfud MD akan selalu Bersama Rakyat. Ganjar Presiden Rakyat #YakinPilihGanjar #GanjarMahfud2024 https://t.co/av8UNbTS0K,positif
@KompasTV es pokok'e q tetep pilih pak ganjar-Mahfud no 3 ,netral
@mdrfhyt @ganjarpranowo Kalo boleh ada orang yg harus disalahkan ya PDIP sebagai partai penguasa 10 tahun 2009 ikut gandeng Prabowo dan beberapa aktivos PRD yg semalam sorak ceria akan jawaban Prabowo. Menjijikan. Gw gen Z yg belajar soal ini. Tidak pantas negeri ini dititipkan kepada mereka,netral
@bengkeldodo Pemahaman geopolitik prabowo sdh jadul dan tdknmengikuti perkembangan krn terlalu lama dicekal sama usa. Makanya prabowo berkata Tidak sesederhana itu pak anies ,positif
@reski_kyy @candynuts_ @rizki_kaut18799 @HidayatMintarti @NyaiiBubu Posisinya mahfud md disitu bre kalo mau bagi rata anies ganjar gibran itu salah sama2 nyakitin perasaan lawan debatnya ya,netral
@Yus_197 @Sagita81774027 @seruanhl @NgkongRoses @BiLLRaY2019 @B3doel___ @Aryprasetyo85 @AntoniusCDN @03__nakula @007koteka @gibran_tweet Lumayan menghibur... https://t.co/WpX7QXlELR,netral
@GeiszChalifah Maaf bang tp harus saya akui semalam yg paling unggul emang gibran pak muhaimin kalah telak. Gibran menguasai materi walopun gk smw. Over all dia unggul smw pembahasan.,negatif
@Dahnilanzar @gibran_tweet @prabowo Takut nanti melarat gak makan.. atau disandera kasus?Hingga menjilatnya all in begini? https://t.co/ZRVCFFGnCL,netral
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ yang paling saya ingat dari debat itu saya tidak tahan menjadi oposisi karena tidak bisa berbisnis semoga menjadi calon tetap,positif
Ya memang @gibran_tweet baru tadi sore tau. Itu pun di ajari tim nya. Cuma salah ucap . Lha wong Gibran itu masih cetek ilmunya ..gak level lah debat dg Prof Mahfud dan Muhaimin. Jangankan Gibran. Jokowi bapaknya debat soal hukum dan agama juga saja gak mampu,netral
@Nikmatul_Sg @ganjarpranowo Alhamdulillah terus berjuang Pak Ganjar Mahfud.. Insya Allah M3NANG.,positif
Anis- Muhaimin Adalah Harapan Seluruh Rakyat Indonesia yang Menginginkan kemakmuran dan Peradaban yang Lebih Maju. @aniesbaswedan @cakimiNOW @DPP_PKB @HasanRofiqi4 @Mursyidan10 @zakaria_hmy #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati https://t.co/sta8VMHTlb,netral
@kompascom Anies diserang dg siapa yg jadikan gubernur..tapi anies sampaikan fakta wowo lebih pentingkan bisnis dan uang..emosi lagi woo..gebrak meja bersama rakyat ngiclik minta jatah menteri parah loe wo,positif
Kredibilitas Ganjar-Mahfud menjadi modal berharga untuk menarik investasi asing yang mendukung pertumbuhan perdagangan. @vaachyoon Hebat ! Pasti Lebih Baik https://t.co/oHeQTAfC9o,positif
Menangkan Anies Muhaimin sebagai Presiden Wakil Presiden Maka Kita akan jadi Tuan Rumah di Negeri sendiri #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/UaZjrvjSgP,positif
@Andiarief__ Emang si gibran ga nyerang? Wkwkmwkwk untungny pa muhaimin dan pa mahfud sabar,netral
@Nikmatul_Sg kece banget emang paslon tiga selalu menampilkan hal hal menarik bikin tertarik ganjar mahfud jaya jaya,netral
Ganjar-Mahfud berkomitmen memperkuat perdagangan intra-ASEAN demi meningkatkan daya saing regional. @watermengow Top ! Sat Set https://t.co/uRSxtKz07x,positif
Makin yakin Pak Ganjar dan Pak Mahfud memang terbaik untuk melanjutkan kepemimpinan Pak Jokowi LanjutGansemuakerja GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif
@fadlizon @prabowo @gibran_tweet Yg d atur 2 mntri nir adab itu y?? Coba anda cek videonya,netral
Kecewa Relawan Prabowo Solo Raya Deklarasikan Hijrah Dukungan ke Anies-Muhaimin https://t.co/00QvNwGDwR,netral
@RcyberProj0 @prabowo @gibran_tweet @budimuni98 @handoko2411 @FALDA81 @Projo_Pusat Bisa jelaskan hasil survei ini https://t.co/w0jP8HBMrT,netral
@shileeey Anies Ganjar kritik gibran tebak an anak SD. Kemaren pendukung 02 pada ngata in Anies Ganjar sekarang mbela Gibran dibilang savage wkwkw lo lo ini yg standar ganda,netral
TKN Prabowo-Gibran Sebut Program Makan Siang dan Susu Gratis Tak Pakai Anggaran Bansos - Kompas TV https://t.co/M53UnoQ2ja #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,positif
@CensoredMen Nih pak @prabowo yang dibilang lemah!!!! @Gerindra @gibran_tweet,netral
@ganjarpranowo Ganjar Mahfud 03,positif
Ganjar-Mahfud mengajak seluruh elemen masyarakat untuk bersama-sama menjaga keutuhan dan keberlanjutan negara. @zee_fara123 Hebat ! Sat Set https://t.co/nYy9EJ99F0,positif
@NyaiiBubu pak anies lagi liat ke yang salaman ga sempet reflek cak imin ngeliat dan udah reflek mau bantuain tapi keduluan gibran. ya elah mau nyebokin yang ga punya etik gini amat el slepet,netral
@ukubadio @bangfirman93 @Resty_J_Cayah @prabowo @aniesbaswedan @ganjarpranowo Lha pemimpin itu gimana?..menyuruh pa disuruh?,netral
Aksi Cak Imin better dibanding debat cawapres sebelumnya. Kemajuan lah. Gibran menurun dr aksi sebelumnya yg man of the match pak Mahfud gk terlalu beda jauh dgn sblumnya.,netral
@kucluk_tenan Makanan Pak Anies dan Gus Muhaimin sejak mahasiswa ini mah #DebatCapres,positif
Bersama Anies-Muhaimin PKS akan menghadirkan solusi-solusi inovatif demi kemajuan bangsa Indonesia. #PKSmenangAMIN PilihPKS CoblosAMIN,positif
@soojiiee @Bull_winner toh sama aja capres lu pernah bangga diusung pak prabowo,netral
@Fahrihamzah Sekuat apapun usaha memframing bahwa pak Prabowo hebat di debat ke3 ini tidak akan berhasil. Wong semua pada nonton semua lihat pak Prabowo babak belur kena upper cut dan jab Ganjar juga Anies.,positif
Saya merasa puas dengan satu gerakan mas Gibran semuanya suda pada ngamuk. Yaaaa begitulah jika hanya mengandalkan gelar prof. Canda..... Prof ,netral
Kepercayaan masyarakat terhadap Ganjar-Mahfud menjadi modal kuat dalam mengimplementasikan kebijakan perdagangan yang efektif. @ummihnf1 Top ! Pasti Lebih Baik https://t.co/9vfbqSLSji,positif
Ganjar-Mahfud membawa semangat kolaborasi dan kemitraan dalam membangun ekosistem perdagangan yang berkelanjutan. @winteraesnow Top ! Pasti Lebih Baik https://t.co/dygtUlXhfm,positif
@DPNAminBalad @aniesbaswedan @cakimiNOW Gus Muhaimin menyoroti Food estate itu membabat hutan lalu menanam dengan jumlah yang banyak tetapi perencanaannya tidak matang. Gaskan terus Gus....,netral
@ferrykoto Lebih dahsyat Anies dong? Prabowo emosinya sampe 10 hari setelah debat ,positif
@SumitroYoel alasan saya sederhana jangan memilih jokowi dan pdip. rasanya 10 tahun ini sudah cukup keduanya berkuasa. dan mungkin apabila dibiarkan lebih lama lagi akan semakin terlena dengan kekuasaan. terbukti dengan dinamika politik akhir-akhir ini salah satunya dgn pencalonan gibran.,netral
@sugarcandy9392 @fadliaguss @AnggaPutraF Kok sama kyk bapak gw yg prabowo lovers wkwk Gw 2014 &amp; 2019 dukung Prabowo. Tp kalo sekarang dukung nya Anies krna liat rekam jejaknya Di keluarga gw skrng jg pd dukung Anies bapak gw doang yg msh setia sama Prabowo sampe tiap Anies ngomong dia emosian trs ,netral
@AlissaWahid @gibran_tweet Kemana aja bu waktu Ganjar dan Anies.,netral
@NOTASLIMBOY Ga terlalu ofensive ya bisa jadi. Tp bikin prabowo dongkol ini wajib sih Privilege punya lawan yg emosional ya harus dieksploitasi terus,netral
Anies dan Gus Muhaimin sudah tidak diragukan lagi inilah calon Presiden yang pantas menjadi Pemimpin Negara #AMINAjaDulu #AniesUnggul #PakaiOtakPakaiHati https://t.co/FitMA45Ypc,positif
@Brigade01Arwan1 @aniesbaswedan Gus Muhaimin dan PKB untuk Indonesia Perubahan lebih Baik AMIN.,positif
Bupati Usul Anies Baswedan-Muhaimin Iskandar Kampanye Terbuka di Bantul https://t.co/h0092q6HJW,positif
@PolJokesID Anis serang Prabowo terus karena kans pemilih Prabowo beralih ke anies masih banyak. Anies jarang serang Ganjar karena ya pendukung ganjar die hard semua kecil kemungkinan pindah ke anis,netral
@BALAD_AMIN24 Sukses selalu buat mas Anis dan Gus Muhaimin untuk perubahan yang lebih baik... https://t.co/z6GIZl3Aa2,positif
