full_text,sentiment,clean_full_text,word_count,text_preprocessed
@yusufagro @prabowo @gibran_tweet @AgusYudhoyono @alextham878 @AlmaghribiS @andre_rosiade @Kimberley_2024 @Chaves1305 @askencana @Papa_Brewook @Kenikir27 @BANGSAygSUJUD Ganjar ae,netral,              Ganjar saja ,2,ganjar
@roman_paqr @ainunnajib Nah ini maksud gw. Yg di mana pendukung 02 ga ngerti artinya etika. Klo menurut lu kritik soal penilaian Anies itu di sebut etika okelah jangan menutup mata soal kata2 tak pantas Prabowo ke Paslon lain. Jadi banyak2in siapa etikanya buruk aja klo gitu. Klo dari gw sih 02‍️️,netral,   Nah ini maksud gw. Yg di mana pendukung 02 tidak mengerti artinya etika. Klo menurut kamu kritik soal penilaian Anies itu di sebut etika okelah jangan menutup mata soal kata kata tidak pantas Prabowo ke Paslon lain. Jadi banyak banyaki siapa etikanya buruk saja kalau gitu. Klo dari saya sih 02‍️️ ,51,maksud dukung mengerti etika kritik nilai anies etika oke tutup mata prabowo paslon banyak etika buruk sih
@Ovha_Bstarz09 @matchaacheese_2 @yusnannn @villain_214 @dhemit_is_back @pedagang_kritik @ajengcute16__ @jokowi @prabowo Udh mba pokoknya 02 selalu salah,netral,          Udh mbak pokoknya 02 selalu salah ,6,mbak pokok salah
@PebrianaRahmah @prabowo Saya bukan orang asing pak. Kasih saya seribu hektar saja pak.. janji saya kelola dengan baik. Akan saya pakai perkebunan durian. Nanti hasilnya 20% buat bapak. Bagaimana Pak? Setuju? 10 ribu ya pak? Saya ajak 9 teman lain juga.,netral,   Saya bukan orang asing pak. Kasih saya seribu hektar saja pak.. janji saya kelola dengan baik. Akan saya pakai perkebunan durian. Nanti hasilnya 20% buat bapak. Bagaimana Pak? Setuju? 10 ribu ya pak? Saya ajak 9 teman lain juga. ,39,orang asing kasih ribu hektar janji kelola pakai kebun durian hasil tuju ribu iya ajak teman
@Izalfabz @Duren___ @PreciosaKanti APASIH TBTB ANIES PDHL BAHAS PAK MAHFUD????,netral,    APASIH TBTB ANIES PDHL BAHAS PAK MAHFUD???? ,7,sih anies bahas mahfud
@SuporterAmatir @ainunnajib Menggunakan diksi itu bagi Anies tdk ada yg salah dan memang betul Krn PS sdri yg katakan saya bkn pendukung PS gak tapi maksud sy Anies Bgmanapun bisa diposisi ini ada peran PS dan bisnis PS ada dalam bagian perjalanan Anies tidak eloklah..mungkin bs dgn diksi yg lain,netral,   Menggunakan dikasih itu bagi Anies tidak ada yang salah dan memang betul Krn PS sendiri yang katakan saya bukan  pendukung PS tidak tapi maksud saya Anies Bgmanapun bisa di posisi ini ada peran PS dan bisnis PS ada dalam bagian perjalanan Anies tidak eloklah..mungkin bisa  dengan  dikasih yang lain ,49,kasih anies salah pas dukung pas maksud anies posisi peran pas bisnis pas jalan anies elok kasih
@mikerolandy @mazzini_gsp Mungkin anies panas gara2 jebakan ter-kampret es ge i e yg sangat menjebak didebat cawapres. Udh gaspol langsung dr awal (dalem hatinya emg lo doang yg bisa ),netral,   Mungkin anies panas gara gara jebakan ter-kampret s g i e yang sangat menjebak didebat cawapres. Udh gaspol langsung dari awal (dalem hatinya memang  kamu saja  yang bisa ) ,29,anies panas gara gara jebakan ter kampret s tidak i e jebak debat cawapres gaspol langsung hati
Dengan Ganjar dan Mahfud kita bisa yakin bahwa fakir miskin dan anak terlantar akan mendapatkan perhatian dan perlindungan yang sesuai @Niky_ruu_ VisiMisi GanjarMahfud https://t.co/avIva5r1vk,positif, Dengan Ganjar dan Mahfud kita bisa yakin bahwa fakir miskin dan anak terlantar akan mendapatkan perhatian dan perlindungan yang sesuai  VisiMisi GanjarMahfud  ,22,ganjar mahfud fakir miskin anak terlantar perhati lindung sesuai visi misi ganjar memahfud
Sabar pak @mohmahfudmd namanya juga anak haram konstitusi hasilnya songong dan biadab . CC @gibran_tweet @kaesangp @jokowi,netral, Sabar pak  namanya juga anak haram konstitusi hasilnya sombong dan biadab . CC    ,13,sabar nama anak haram konstitusi hasil sombong biadab cc
Jika tidak mampu buat ibadah jangan buat maksiat.,netral, Jika tidak mampu buat ibadah jangan buat maksiat. ,8,ibadah maksiat
@mediaindonesia Gaspol terus pak mahfud ,netral,  Gaspol terus pak mahfud  ,4,gaspol mahfud
Anies - Muhaimin : bromance erat Ganjar - Mahfud : keep professional Prabowo - Gibran : atasan bawahan.,netral, Anies - Muhaimin : persahabatan erat Ganjar - Mahfud : menyimpan profesional Prabowo - Gibran : atasan bawahan. ,18,anies muhaimin sahabat erat ganjar mahfud menyimpan profesional prabowo gibran atas bawah
@Mr_tottatos @berlianidris pak anies jd gubernur itu diminta prabowo bukan dibantu setelah lima tahun jd gubernur beliau orang merdeka dan berhak menentukan jalan nya sendiri.. ngaku aja kalau si wowo gak mampu adu gagasan bisa jadi karena sudah tua dan pikun.. ,netral,   pak anies jadi gubernur itu diminta prabowo bukan dibantu setelah lima tahun jadi gubernur beliau orang merdeka dan berhak menentukan jalan nya sendiri.. mengaku saja kalau si prabowo tidak mampu adu gagasan bisa jadi karena sudah tua dan pikun..  ,39,anies gubernur prabowo bantu gubernur beliau orang merdeka hak tentu jalan nya mengaku si prabowo adu gagas tua pikun
@kidal70 @NongSizt Prabowo tampil kampungan pak Anies tampil elegan sdgkan ganjar ngasal gak jelas.,positif,   Prabowo tampil kampungan pak Anies tampil elegan sedangkan ganjar asal tidak jelas. ,12,prabowo tampil kampung anies tampil elegan ganjar
@bengkeldodo Wkwkwkw gak berani bahas gibran,netral,  Wkwkwkw tidak berani bahas gibran ,5,ha berani bahas gibran
@bengkeldodo @Ndons_Back @BANGSAygSUJUD @Bank_Joee_ @Alie_Fahnoor @99propaganda @PartaiSocmed @AndreasSolusi @Kimberley_PS08 @are_inismyname @Lembayung071 Foto dgn org yg berafiliasi dgn Paslon tertentu udh di sebut ada di pihak itu. Kyknya foto Prabowo dgn Anies juga bisa sih klo gitu. Atau foto Gibran dgn PDIP apakah bisa disimpulkan dia mata2 dari partai itu krn pernah foto dgn ibu Mega? ,netral,            Foto dengan  orang yang berafiliasi dengan  Paslon tertentu sudah di sebut ada di pihak itu. Kyknya foto Prabowo dengan  Anies juga bisa sih kalau gitu. Atau foto Gibran dengan  PDIP apakah bisa disimpulkan dia mata mata dari partai itu karena  pernah foto dengan  ibu Mega?  ,45,foto orang afiliasi paslon foto prabowo anies sih foto gibran pdip simpul mata mata partai foto mega
@OposisiCerdas Prabowo Gibran pasangan terbaik. Gagasannya sudah difikirkan untuk kepentingan jangka panjang,positif,  Prabowo Gibran pasangan terbaik. Gagasannya sudah dipikirkan untuk kepentingan jangka panjang ,11,prabowo gibran pasang baik gagas pikir penting jangka
@Yusrilihza_Mhd Insya Alloh Anies-Muhaimin Presiden 2024,netral,  Insya Alloh Anies-Muhaimin Presiden 2024 ,5,insya allah anies muhaimin presiden
@alextham878 @prabowo bener kata mkmk tentang etika,netral,   benar kata mkmk tentang etika ,5,mkmk etika
@kenapagituyakk @tanyakanrl Seperti gibran ?,netral,   Seperti gibran ? ,3,gibran
Bagaimana penampilan para cawapres 2024 Muhaimin Iskanda Gibran Rakabuming Mahfud MD #DebatCawapres #MuhaiminIskandar #Gibran #MahfudMD #AsikBerpolitik https://t.co/85oDSuaMXd,netral, Bagaimana penampilan para cawapres 2024 Muhaimin Iskanda Gibran Rakabuming Mahfud MD       ,11,tampil cawapres muhaimin iskandar gibran rakabuming mahfud md
Anies Cecar Prabowo Soal Putusan MK | Harian Momentum https://t.co/t1Viu3FZbQ,netral, Anies Cecar Prabowo Soal Putusan MK | Harian Momentum  ,9,anies cecar prabowo putus hari momentum
@ganjarpranowo Pak ganjar memang sosok yang benar benar peduli akan rakyat,positif,  Pak ganjar memang sosok yang benar benar peduli akan rakyat ,10,ganjar sosok peduli rakyat
@aryprasetiyo007 Mana statement menyerang pribadi..? Apakah ngomongin istrinya anaknya orsng tuanya agamanya? Kalau tanggungjawabnya sbg pejabat publik itu bukan pribadi. Jangankan anies seluruh rakyat pun boleh. Kalau gk kuat menghadapi omongan orang jangan coba2 jadi pejabat..,netral,  Mana pernyataan menyerang pribadi..? Apakah omongi istrinya anaknya orang tuanya agamanya? Kalau tanggung jawabnya sebagai pejabat publik itu bukan pribadi. Jangankan anies seluruh rakyat pun boleh. Kalau tidak kuat menghadapi omongan orang jangan coba coba jadi pejabat.. ,37,nyata serang pribadi omong istri anak orang tua agama tanggung pejabat publik pribadi anies rakyat kuat hadap omong orang coba coba pejabat
Ganjar-Mahfud memberikan jaminan akan transparansi dalam pengelolaan keuangan negara. @zazufoz0_0 Top ! Sat Set https://t.co/xHsmYRA3MV,positif, Ganjar-Mahfud memberikan jaminan akan transparansi dalam pengelolaan keuangan negara.  Top ! Sat Set  ,13,ganjar mahfud jamin transparansi kelola uang negara top sat set
@DramaBodoh @Leonita_Lestari Nanti juga akan gibran kalo prabs lengser belum waktunya kita liat ajaaa ,netral,   Nanti juga akan gibran kalau prabowo lengser belum waktunya kita lihat saja  ,12,gibran prabowo lengser lihat
Program Anies-Muhaimin: Mendorong program pengembangan komunitas membangun hubungan yang kuat antarwarga dan mendukung inisiatif kewirausahaan lokal. #AMINku01,positif, Program Anies-Muhaimin: Mendorong program pengembangan komunitas membangun hubungan yang kuat antar warga dan mendukung inisiatif kewirausahaan lokal.  ,17,program anies muhaimin dorong program embang komunitas bangun hubung kuat warga dukung inisiatif wirausaha lokal
@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Santai sampai ngelap keringat terus. Kwkwkwkw,netral,     Santai sampai lap keringat terus. Kwkwkwkw ,6,santai lap keringat ha
BISMILLAH #AMINTerbaikNo1 #AMINUnggulDebatCapres Semoga Masyarakat Indonesia Semakin Yakin dan Memantapkan Pilihannya Kepada Pasangan Presiden dan Wakil Presiden 2024 ANIES-MUHAIMIN Menuju Perubahan Indonesia Berkeadilan @sorotannetizen @aniesbaswedan @cakimiNOW @DPP_PKB,positif, BISMILLAH   Semoga Masyarakat Indonesia Semakin Yakin dan Memantapkan Pilihannya Kepada Pasangan Presiden dan Wakil Presiden 2024 ANIES-MUHAIMIN Menuju Perubahan Indonesia Berkeadilan     ,21,bismillah moga masyarakat indonesia mantap pilih pasang presiden wakil presiden anies muhaimin ubah indonesia adil
@puanmaharani_ri Kompak Wonogiri dukung penuh pasangan hebat Ganjar-Mahfud #TetapPuan #MbakPuan #PuanMaharani,netral,  Kompak Wonogiri dukung penuh pasangan hebat Ganjar-Mahfud    ,7,kompak wonogiri dukung penuh pasang hebat ganjar mahfud
Siapa pemenang debat versi netizen Indonesia jelas Pak Anies Baswedan Prabowo blunder maslah Gaza @Fahrihamzah @prabowo,netral, Siapa pemenang debat versi netizen Indonesia jelas Pak Anies Baswedan Prabowo kesalahan ceroboh masalah Gaza   ,15,menang debat versi netizen indonesia anies baswedan prabowo salah ceroboh gaza
@DedenFitri @CNNIndonesia Bener bgt sih sempet mikir apa pa prabowo ga salah nanya ya? Ini pertanyaan nya menguntungkan pa anies nih. Promo gratis ini mah ya pa mayan,netral,   Bener sekali  sih sempat pikir apa pak prabowo tidak salah tanya  ya? Ini pertanyaan nya menguntungkan pak anies nih. Promo gratis ini mah ya pak lumayan ,26,sih pikir prabowo salah iya nya untung anies ini promo gratis mah iya lumayan
@ILCTalkshow Kapan lagi kita punya Presiden SEKALIBER ANIES BASWEDAN. Ayo semua KITA COBLOS AMIN NOMOR SATU ANIES MUHAIMIN di 14 Pebruari 2024 besok,positif,  Kapan lagi kita punya Presiden SEKALIBER ANIES BASWEDAN. Ayo semua KITA COBLOS AMIN NOMOR SATU ANIES MUHAIMIN di 14 Pebruari 2024 besok ,22,presiden ber anies baswedan ayo coblos amin nomor anies muhaimin februari besok
@BALAD_AMIN24 @cakimiNOW @aniesbaswedan Pasangan AMIN menguasai panggung debat Insaallah BP.Anies- Gus Muhaimin menjadi presiden dan wakil presiden Indonesia periode 2024-2029,positif,    Pasangan AMIN menguasai panggung debat Insaallah BP.Anies- Gus Muhaimin menjadi presiden dan wakil presiden Indonesia periode 2024-2029 ,17,pasang amin kuasa panggung debat insya allah anies gus muhaimin presiden wakil presiden indonesia periode
SEBAGAI langkah perubahan pasangan capres-cawapres nomor urut 1 Anies Baswedan-Muhaimin Iskandar akan membuat program bansos plus. Ini untuk memperluas lagi jangkauan penerima bantuan sosial. https://t.co/Dizx5BxlfT,positif, SEBAGAI langkah perubahan pasangan capres-cawapres nomor urut 1 Anies Baswedan-Muhaimin Iskandar akan membuat program bansos plus. Ini untuk memperluas lagi jangkauan penerima bantuan sosial.  ,24,langkah ubah pasang capres cawapres nomor urut anies baswedan muhaimin iskandar program bansos luas jangkau terima bantu sosial
@kikysaputrii Seru ya di timeline habis nonton debat malam ini banyak buzzer 02 nyebokin pak Prabowo : ),netral,  Seru ya di garis wakru habis menonton debat malam ini banyak buzer 02 ceboki pak Prabowo : ) ,18,seru iya garis wakru habis tonton debat malam buzer cebok prabowo
@erickthohir @prabowo @gibran_tweet apa itu netral? ,netral,    apa itu netral?  ,3,netral
@ajengcute16__ Aneh tapi ajaib.. Dulu kan kubu Prabowo ini kan yg gencar serang musuhnya sebagai Anak Cucu PKI?? Lah kok sekarang mereka mau2nya dipasangkan dengan Putu buyut PKI ya? Pertanyaaan saya kok sekarang yg teriak PKI sepi? pada kemana nih? ,netral,  Aneh tapi ajaib.. Dulu kan kubu Prabowo ini kan yang gencar serang musuhnya sebagai Anak Cucu PKI?? Lah kok sekarang mereka mau maunya dipasangkan dengan Putu buyut PKI ya? Pertanyaaan saya kok sekarang yang teriak PKI sepi? pada kemana nih?  ,40,aneh ajaib kubu prabowo gencar serang musuh anak cucu pki mau pasang putu buyut pki iya teriak pki sepi mana ini
Diluar perkiraan ternyata Gibran lumayan muncul di debat kali ini wkwk. Mahfud sesuai ekspektasi sesuai pengalaman dan pengetahuannya. Muhaimin masih googling apa itu SGIE...,netral, Diluar perkiraan ternyata Gibran lumayan muncul di debat kali ini wkwk. Mahfud sesuai ekspektasi sesuai pengalaman dan pengetahuannya. Muhaimin masih googling apa itu SGIE... ,24,kira gibran lumayan muncul debat kali ha mahfud sesuai ekspektasi sesuai alam pengetahuannya muhaimin googling sgie
@ekowboy2 Aku dan keluargaku pilih Anis dan Muhaimin No 1 aja lah biar ada perubahan,netral,  Aku dan keluargaku pilih Anis dan Muhaimin No 1 saja lah biar ada perubahan ,14,keluarga pilih anies muhaimin biar ubah
Mati kutu kurang jln2 sih. Calon Wakil Presiden (cawapres) nomor urut 1 Muhaimin Iskandar atau Cak Imin mengaku tidak paham atas pertanyaan cawapres nomor urut 2 Gibran Rakabuming Raka soal State of the Global Islamic Economy (SGIE). https://t.co/Ji4OpIloGN,netral, Mati kutu kurang jalan jalan sih. Calon Wakil Presiden (cawapres) nomor urut 1 Muhaimin Iskandar atau Cak Imin mengaku tidak paham atas pertanyaan cawapres nomor urut 2 Gibran Rakabuming Raka soal State dari itu Global Islamic Economy (SGIE).  ,38,mati kutu jalan jalan sih calon wakil presiden cawapres nomor urut muhaimin iskandar cak imin mengaku paham cawapres nomor urut gibran rakabuming raka global islamik ekonomi sgie
@ganjarpranowo Gak berani bergoyang pak Mahfud nya ,netral,  Gak berani bergoyang pak Mahfud nya  ,6,berani goyang mahfud nya
Keterlibatan Ganjar-Mahfud dalam penanganan kasus pencucian uang menciptakan citra bahwa mereka adalah penjaga keuangan negara yang handal. @RaniDiani10 Top ! Pasti Lebih Baik https://t.co/7WPqROuwAS,positif, Keterlibatan Ganjar-Mahfud dalam penanganan kasus pencucian uang menciptakan citra bahwa mereka adalah penjaga keuangan negara yang handal.  Top ! Pasti Lebih Baik  ,22,libat ganjar mahfud tangan cuci uang cipta citra jaga uang negara handal top
Temen w ada yg idupnya kasian banget udah mah dukung persib pas pilpres dukungnya malah prabowo ckck,netral, Temen saya ada yang hidupnya kasihan sekali  sudah mah dukung persib pas pilpres dukungnya malah prabowo ha ,17,teman hidup kasihan mah dukung persib pas pilpres dukung prabowo ha
@wyze_tw @memelord_666666 Kemaren yg nangis karena dinilai kinerja nya sama Anies skrg nuntut buat jadi debat capres kyk di Amerika ,netral,   Kemaren yang tangis karena dinilai kinerja nya sama Anies sekarang menuntut buat jadi debat capres mirip   di Amerika  ,18,kemarin tangis nilai kinerja nya anies tuntut debat capres amerika
@ngurahsaka Lah pak anies aja uda banyak tuh membantu rakyat kecil bro,positif,  Lah pak anies saja sudah  banyak itu membantu rakyat kecil saudara ,11,anies bantu rakyat saudara
@democrazymedia Cuma Mas Gibran yang pantas memimpin bangsa,positif,  Cuma Mas Gibran yang pantas memimpin bangsa ,7,mas gibran pimpin bangsa
Yaa Allah jadikanlah Pak Anis dan Gus Muhaimin Pemimpin negara kami 2024 .. Bismillah #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakiminNOW @sulsel_01,netral, Yaa Allah jadikanlah Pak Anis dan Gus Muhaimin Pemimpin negara kami 2024 .. Bismillah       ,14,iya allah jadi anies gus muhaimin pimpin negara bismillah
@Elsia_CChaidir Anies sma ganjar nyerang kebijakan dgn gestur sopan dan beradab. Gak pake gimick songong. Paling tdk sopan saja dahulukan walaupun pertanyaan nya recehan.,positif,  Anies sama ganjar serang kebijakan dengan  gestur sopan dan beradab. Gak pakai gimik songong. Paling tidak sopan saja dahulukan walaupun pertanyaan nya recehan. ,23,anies ganjar serang bija gestur sopan adab pakai gimik sombong sopan dahulu nya receh
@BERKAHTANI22 @dodiarisby @Masinton Lah sblm gabung prabowo gibaran sdh diincar ganjar dan anies utk jd cawapresnya tapi gibran milihnya pak prabowo.,netral,    Lah sebelum  gabung prabowo gibran sudah  diincar ganjar dan anies untuk jadi cawapresnya tapi gibran pilihnya pak prabowo. ,18,gabung prabowo gibran incar ganjar anies cawapresnya gibr pilih prabowo
YaAllah mantapkan hati kami untuk memilih Anis Rasyid Baswedan dan Muhaimin .,netral, YaAllah mantapkan hati kami untuk memilih Anis Rasyid Baswedan dan Muhaimin . ,12,iya allah mantap hati pilih anies rasyid baswedan muhaimin
Pasangan AMIN menegaskan bahwa pembangunan ke depan akan dikerjakan menggunakan hati dan otak. #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati Anies Baswedan A Muhaimin Iskandar https://t.co/ADd8kWc1lI,netral, Pasangan AMIN menegaskan bahwa pembangunan ke depan akan dikerjakan menggunakan hati dan otak.    Anies Baswedan A Muhaimin Iskandar  ,18,pasang amin bangun hati otak anies baswedan a muhaimin iskandar
@hasmibakhtiar Pak Anies selalu mengingatkan berkali-kali adanya suatu kebodohan karena masih mendukung pelanggaran berat etik. https://t.co/x3dJPLW7uA,netral,  Pak Anies selalu mengingatkan berkali-kali adanya suatu kebodohan karena masih mendukung pelanggaran berat etik.  ,14,anies kali kali bodoh dukung pelanggaran berat etik
